lookback_period,minimum_rsi,minimum_volume_ratio,stop_atr_multiplier,target_atr_multiplier,symbol,trades,win_rate,net_pnl,profit_factor
8,60.0,1.5,1.0,2.0,RELIANCE,38,31.58,-1029.87,0.3584
8,60.0,1.5,1.0,2.0,TCS,34,29.41,-1061.76,0.2331
8,60.0,1.5,1.0,2.0,INFY,21,33.33,-627.66,0.3437
8,60.0,1.5,1.0,2.0,HDFCBANK,31,22.58,-1156.53,0.1897
8,60.0,1.5,1.0,2.0,ICICIBANK,27,14.81,-1227.81,0.0966
8,60.0,1.5,1.0,2.0,SBIN,49,22.45,-2150.51,0.1328
8,60.0,1.5,1.0,2.0,LT,32,28.12,-1037.46,0.2809
8,60.0,1.5,1.0,2.0,AXISBANK,26,46.15,-280.06,0.7084
8,60.0,1.5,1.0,2.0,ITC,59,11.86,-2821.65,0.0942
8,60.0,1.5,1.0,2.0,BHARTIARTL,26,19.23,-1073.89,0.1666
8,60.0,1.5,1.0,2.5,RELIANCE,38,28.95,-872.75,0.4735
8,60.0,1.5,1.0,2.5,TCS,34,26.47,-1044.87,0.2801
8,60.0,1.5,1.0,2.5,INFY,21,28.57,-652.1,0.3677
8,60.0,1.5,1.0,2.5,HDFCBANK,31,19.35,-1171.32,0.2175
8,60.0,1.5,1.0,2.5,ICICIBANK,27,14.81,-1162.69,0.1445
8,60.0,1.5,1.0,2.5,SBIN,49,22.45,-1994.82,0.1956
8,60.0,1.5,1.0,2.5,LT,32,21.88,-1121.91,0.2863
8,60.0,1.5,1.0,2.5,AXISBANK,26,42.31,-158.79,0.8463
8,60.0,1.5,1.0,2.5,ITC,59,11.86,-2696.85,0.1348
8,60.0,1.5,1.0,2.5,BHARTIARTL,26,15.38,-1093.66,0.1893
8,60.0,1.5,1.0,3.0,RELIANCE,38,28.95,-654.19,0.6065
8,60.0,1.5,1.0,3.0,TCS,34,26.47,-918.77,0.367
8,60.0,1.5,1.0,3.0,INFY,21,23.81,-724.55,0.346
8,60.0,1.5,1.0,3.0,HDFCBANK,31,16.13,-1224.73,0.2149
8,60.0,1.5,1.0,3.0,ICICIBANK,27,14.81,-1099.35,0.1911
8,60.0,1.5,1.0,3.0,SBIN,49,22.45,-1837.19,0.2591
8,60.0,1.5,1.0,3.0,LT,32,21.88,-992.59,0.3685
8,60.0,1.5,1.0,3.0,AXISBANK,26,38.46,-55.22,0.9479
8,60.0,1.5,1.0,3.0,ITC,59,6.78,-2906.46,0.1008
8,60.0,1.5,1.0,3.0,BHARTIARTL,26,15.38,-1058.04,0.2158
8,60.0,1.5,1.2,2.0,RELIANCE,38,31.58,-970.01,0.4484
8,60.0,1.5,1.2,2.0,TCS,34,26.47,-1221.97,0.2378
8,60.0,1.5,1.2,2.0,INFY,21,33.33,-627.31,0.4103
8,60.0,1.5,1.2,2.0,HDFCBANK,31,29.03,-1003.22,0.3072
8,60.0,1.5,1.2,2.0,ICICIBANK,27,18.52,-1238.56,0.1388
8,60.0,1.5,1.2,2.0,SBIN,49,26.53,-2041.06,0.2154
8,60.0,1.5,1.2,2.0,LT,32,25.0,-1225.09,0.2725
8,60.0,1.5,1.2,2.0,AXISBANK,26,50.0,-65.88,0.9342
8,60.0,1.5,1.2,2.0,ITC,59,16.95,-2767.68,0.1473
8,60.0,1.5,1.2,2.0,BHARTIARTL,26,23.08,-987.05,0.2642
8,60.0,1.5,1.2,2.5,RELIANCE,38,31.58,-687.93,0.6099
8,60.0,1.5,1.2,2.5,TCS,34,26.47,-1070.66,0.3322
8,60.0,1.5,1.2,2.5,INFY,21,23.81,-850.24,0.3107
8,60.0,1.5,1.2,2.5,HDFCBANK,31,25.81,-986.91,0.3529
8,60.0,1.5,1.2,2.5,ICICIBANK,27,18.52,-1151.43,0.1994
8,60.0,1.5,1.2,2.5,SBIN,49,26.53,-1813.41,0.3038
8,60.0,1.5,1.2,2.5,LT,32,25.0,-1054.12,0.374
8,60.0,1.5,1.2,2.5,AXISBANK,26,42.31,-30.75,0.9722
8,60.0,1.5,1.2,2.5,ITC,59,11.86,-2917.32,0.1342
8,60.0,1.5,1.2,2.5,BHARTIARTL,26,23.08,-893.06,0.3342
8,60.0,1.5,1.2,3.0,RELIANCE,38,31.58,-406.01,0.7705
8,60.0,1.5,1.2,3.0,TCS,34,26.47,-919.34,0.4266
8,60.0,1.5,1.2,3.0,INFY,21,23.81,-743.59,0.3972
8,60.0,1.5,1.2,3.0,HDFCBANK,31,22.58,-998.96,0.3735
8,60.0,1.5,1.2,3.0,ICICIBANK,27,14.81,-1195.01,0.2043
8,60.0,1.5,1.2,3.0,SBIN,49,20.41,-1990.04,0.2783
8,60.0,1.5,1.2,3.0,LT,32,18.75,-1226.19,0.3139
8,60.0,1.5,1.2,3.0,AXISBANK,26,34.62,-129.49,0.8879
8,60.0,1.5,1.2,3.0,ITC,59,10.17,-2997.77,0.128
8,60.0,1.5,1.2,3.0,BHARTIARTL,26,23.08,-782.47,0.4167
10,50.0,1.0,1.0,2.0,RELIANCE,71,29.58,-2224.88,0.2725
10,50.0,1.0,1.0,2.0,TCS,46,26.09,-1568.72,0.2055
10,50.0,1.0,1.0,2.0,INFY,42,26.19,-1552.55,0.2737
10,50.0,1.0,1.0,2.0,HDFCBANK,59,20.34,-2365.41,0.154
10,50.0,1.0,1.0,2.0,ICICIBANK,42,16.67,-1909.26,0.1194
10,50.0,1.0,1.0,2.0,SBIN,65,23.08,-2668.84,0.1733
10,50.0,1.0,1.0,2.0,LT,59,32.2,-1584.1,0.3561
10,50.0,1.0,1.0,2.0,AXISBANK,53,39.62,-1032.32,0.541
10,50.0,1.0,1.0,2.0,ITC,77,12.99,-3544.6,0.1136
10,50.0,1.0,1.0,2.0,BHARTIARTL,50,22.0,-2131.15,0.1739
10,50.0,1.0,1.0,2.5,RELIANCE,71,28.17,-1974.44,0.3705
10,50.0,1.0,1.0,2.5,TCS,46,23.91,-1517.13,0.2568
10,50.0,1.0,1.0,2.5,INFY,42,23.81,-1483.24,0.3296
10,50.0,1.0,1.0,2.5,HDFCBANK,59,18.64,-2291.84,0.1984
10,50.0,1.0,1.0,2.5,ICICIBANK,42,14.29,-1936.76,0.1353
10,50.0,1.0,1.0,2.5,SBIN,65,21.54,-2517.18,0.2347
10,50.0,1.0,1.0,2.5,LT,59,28.81,-1480.16,0.4286
10,50.0,1.0,1.0,2.5,AXISBANK,53,37.74,-796.62,0.6563
10,50.0,1.0,1.0,2.5,ITC,77,9.09,-3731.37,0.1107
10,50.0,1.0,1.0,2.5,BHARTIARTL,50,20.0,-2048.33,0.2242
10,50.0,1.0,1.0,3.0,RELIANCE,71,25.35,-1892.89,0.4198
10,50.0,1.0,1.0,3.0,TCS,46,21.74,-1529.04,0.2761
10,50.0,1.0,1.0,3.0,INFY,42,16.67,-1821.94,0.2528
10,50.0,1.0,1.0,3.0,HDFCBANK,59,15.25,-2332.49,0.2056
10,50.0,1.0,1.0,3.0,ICICIBANK,42,14.29,-1840.59,0.1782
10,50.0,1.0,1.0,3.0,SBIN,65,16.92,-2823.0,0.193
10,50.0,1.0,1.0,3.0,LT,59,25.42,-1564.88,0.4244
10,50.0,1.0,1.0,3.0,AXISBANK,53,32.08,-822.27,0.6679
10,50.0,1.0,1.0,3.0,ITC,77,7.79,-3836.02,0.0974
10,50.0,1.0,1.0,3.0,BHARTIARTL,50,18.0,-2033.94,0.2412
10,50.0,1.0,1.2,2.0,RELIANCE,71,35.21,-1676.94,0.4574
10,50.0,1.0,1.2,2.0,TCS,46,23.91,-1761.25,0.2184
10,50.0,1.0,1.2,2.0,INFY,42,26.19,-1611.79,0.3227
10,50.0,1.0,1.2,2.0,HDFCBANK,59,25.42,-2162.61,0.2507
10,50.0,1.0,1.2,2.0,ICICIBANK,42,16.67,-2116.15,0.1245
10,50.0,1.0,1.2,2.0,SBIN,65,23.08,-2665.55,0.2322
10,50.0,1.0,1.2,2.0,LT,59,33.9,-1535.71,0.4295
10,50.0,1.0,1.2,2.0,AXISBANK,53,41.51,-879.48,0.6368
10,50.0,1.0,1.2,2.0,ITC,77,16.88,-3651.85,0.141
10,50.0,1.0,1.2,2.0,BHARTIARTL,50,28.0,-1821.34,0.2966
10,50.0,1.0,1.2,2.5,RELIANCE,71,32.39,-1502.22,0.5362
10,50.0,1.0,1.2,2.5,TCS,46,21.74,-1749.64,0.25
10,50.0,1.0,1.2,2.5,INFY,42,16.67,-2061.82,0.2302
10,50.0,1.0,1.2,2.5,HDFCBANK,59,20.34,-2204.18,0.2722
10,50.0,1.0,1.2,2.5,ICICIBANK,42,16.67,-1987.15,0.1778
10,50.0,1.0,1.2,2.5,SBIN,65,18.46,-2808.26,0.2189
10,50.0,1.0,1.2,2.5,LT,59,28.81,-1660.72,0.4258
10,50.0,1.0,1.2,2.5,AXISBANK,53,33.96,-978.47,0.6336
10,50.0,1.0,1.2,2.5,ITC,77,15.58,-3652.22,0.1534
10,50.0,1.0,1.2,2.5,BHARTIARTL,50,24.0,-1797.79,0.32
10,50.0,1.0,1.2,3.0,RELIANCE,71,29.58,-1292.55,0.6111
10,50.0,1.0,1.2,3.0,TCS,46,21.74,-1582.58,0.3216
10,50.0,1.0,1.2,3.0,INFY,42,16.67,-1896.67,0.2918
10,50.0,1.0,1.2,3.0,HDFCBANK,59,20.34,-1979.82,0.3469
10,50.0,1.0,1.2,3.0,ICICIBANK,42,14.29,-2070.5,0.1703
10,50.0,1.0,1.2,3.0,SBIN,65,15.38,-2850.11,0.23
10,50.0,1.0,1.2,3.0,LT,59,27.12,-1507.55,0.4872
10,50.0,1.0,1.2,3.0,AXISBANK,53,28.3,-1214.47,0.5677
10,50.0,1.0,1.2,3.0,ITC,77,14.29,-3614.24,0.1735
10,50.0,1.0,1.2,3.0,BHARTIARTL,50,24.0,-1628.18,0.3841
10,50.0,1.5,1.0,2.0,RELIANCE,39,28.21,-1225.5,0.2918
10,50.0,1.5,1.0,2.0,TCS,32,31.25,-926.19,0.2603
10,50.0,1.5,1.0,2.0,INFY,20,30.0,-669.56,0.298
10,50.0,1.5,1.0,2.0,HDFCBANK,33,21.21,-1261.76,0.1781
10,50.0,1.5,1.0,2.0,ICICIBANK,28,14.29,-1279.81,0.0931
10,50.0,1.5,1.0,2.0,SBIN,45,20.0,-2081.07,0.1186
10,50.0,1.5,1.0,2.0,LT,34,26.47,-1114.51,0.2838
10,50.0,1.5,1.0,2.0,AXISBANK,25,52.0,-22.14,0.9735
10,50.0,1.5,1.0,2.0,ITC,61,6.56,-3170.34,0.069
10,50.0,1.5,1.0,2.0,BHARTIARTL,27,18.52,-1139.22,0.1652
10,50.0,1.5,1.0,2.5,RELIANCE,39,25.64,-1093.66,0.3865
10,50.0,1.5,1.0,2.5,TCS,32,28.12,-908.49,0.3112
10,50.0,1.5,1.0,2.5,INFY,20,25.0,-712.47,0.3074
10,50.0,1.5,1.0,2.5,HDFCBANK,33,18.18,-1276.08,0.2048
10,50.0,1.5,1.0,2.5,ICICIBANK,28,14.29,-1217.46,0.1372
10,50.0,1.5,1.0,2.5,SBIN,45,20.0,-1951.36,0.1736
10,50.0,1.5,1.0,2.5,LT,34,20.59,-1189.27,0.2943
10,50.0,1.5,1.0,2.5,AXISBANK,25,48.0,48.41,1.0534
10,50.0,1.5,1.0,2.5,ITC,61,6.56,-3081.96,0.0952
10,50.0,1.5,1.0,2.5,BHARTIARTL,27,14.81,-1156.31,0.1886
10,50.0,1.5,1.0,3.0,RELIANCE,39,25.64,-895.8,0.4975
10,50.0,1.5,1.0,3.0,TCS,32,28.12,-781.58,0.4075
10,50.0,1.5,1.0,3.0,INFY,20,20.0,-803.38,0.2731
10,50.0,1.5,1.0,3.0,HDFCBANK,33,15.15,-1329.01,0.2032
10,50.0,1.5,1.0,3.0,ICICIBANK,28,14.29,-1155.1,0.1814
10,50.0,1.5,1.0,3.0,SBIN,45,20.0,-1825.15,0.2279
10,50.0,1.5,1.0,3.0,LT,34,20.59,-1170.47,0.3055
10,50.0,1.5,1.0,3.0,AXISBANK,25,44.0,157.78,1.1697
10,50.0,1.5,1.0,3.0,ITC,61,3.28,-3249.14,0.0641
10,50.0,1.5,1.0,3.0,BHARTIARTL,27,14.81,-1117.99,0.2155
10,50.0,1.5,1.2,2.0,RELIANCE,39,28.21,-1198.63,0.3679
10,50.0,1.5,1.2,2.0,TCS,32,28.12,-1069.9,0.2647
10,50.0,1.5,1.2,2.0,INFY,20,30.0,-683.5,0.3556
10,50.0,1.5,1.2,2.0,HDFCBANK,33,24.24,-1238.4,0.2408
10,50.0,1.5,1.2,2.0,ICICIBANK,28,17.86,-1295.02,0.1335
10,50.0,1.5,1.2,2.0,SBIN,45,24.44,-1983.66,0.1983
10,50.0,1.5,1.2,2.0,LT,34,26.47,-1243.2,0.2948
10,50.0,1.5,1.2,2.0,AXISBANK,25,52.0,40.74,1.0438
10,50.0,1.5,1.2,2.0,ITC,61,14.75,-3028.8,0.123
10,50.0,1.5,1.2,2.0,BHARTIARTL,27,22.22,-1059.68,0.2573
10,50.0,1.5,1.2,2.5,RELIANCE,39,28.21,-941.81,0.5033
10,50.0,1.5,1.2,2.5,TCS,32,28.12,-917.62,0.3694
10,50.0,1.5,1.2,2.5,INFY,20,20.0,-928.59,0.2453
10,50.0,1.5,1.2,2.5,HDFCBANK,33,21.21,-1235.77,0.2767
10,50.0,1.5,1.2,2.5,ICICIBANK,28,17.86,-1207.9,0.1918
10,50.0,1.5,1.2,2.5,SBIN,45,24.44,-1787.06,0.2778
10,50.0,1.5,1.2,2.5,LT,34,26.47,-1170.29,0.3362
10,50.0,1.5,1.2,2.5,AXISBANK,25,44.0,55.28,1.0535
10,50.0,1.5,1.2,2.5,ITC,61,11.48,-3117.01,0.1157
10,50.0,1.5,1.2,2.5,BHARTIARTL,27,22.22,-962.46,0.3254
10,50.0,1.5,1.2,3.0,RELIANCE,39,28.21,-690.05,0.6371
10,50.0,1.5,1.2,3.0,TCS,32,28.12,-765.33,0.474
10,50.0,1.5,1.2,3.0,INFY,20,20.0,-844.1,0.314
10,50.0,1.5,1.2,3.0,HDFCBANK,33,18.18,-1267.03,0.2874
10,50.0,1.5,1.2,3.0,ICICIBANK,28,14.29,-1256.42,0.1937
10,50.0,1.5,1.2,3.0,SBIN,45,20.0,-1873.02,0.2757
10,50.0,1.5,1.2,3.0,LT,34,23.53,-1173.56,0.3461
10,50.0,1.5,1.2,3.0,AXISBANK,25,36.0,-60.98,0.9437
10,50.0,1.5,1.2,3.0,ITC,61,9.84,-3163.58,0.1173
10,50.0,1.5,1.2,3.0,BHARTIARTL,27,22.22,-848.65,0.4052
10,55.0,1.0,1.0,2.0,RELIANCE,71,29.58,-2224.88,0.2725
10,55.0,1.0,1.0,2.0,TCS,46,26.09,-1568.72,0.2055
10,55.0,1.0,1.0,2.0,INFY,42,26.19,-1552.55,0.2737
10,55.0,1.0,1.0,2.0,HDFCBANK,59,20.34,-2365.41,0.154
10,55.0,1.0,1.0,2.0,ICICIBANK,42,16.67,-1909.26,0.1194
10,55.0,1.0,1.0,2.0,SBIN,65,23.08,-2668.84,0.1733
10,55.0,1.0,1.0,2.0,LT,59,30.51,-1742.86,0.312
10,55.0,1.0,1.0,2.0,AXISBANK,52,38.46,-1156.57,0.4858
10,55.0,1.0,1.0,2.0,ITC,77,12.99,-3545.66,0.1136
10,55.0,1.0,1.0,2.0,BHARTIARTL,49,22.45,-2039.4,0.1803
10,55.0,1.0,1.0,2.5,RELIANCE,71,28.17,-1974.44,0.3705
10,55.0,1.0,1.0,2.5,TCS,46,23.91,-1517.13,0.2568
10,55.0,1.0,1.0,2.5,INFY,42,23.81,-1483.24,0.3296
10,55.0,1.0,1.0,2.5,HDFCBANK,59,18.64,-2291.84,0.1984
10,55.0,1.0,1.0,2.5,ICICIBANK,42,14.29,-1936.76,0.1353
10,55.0,1.0,1.0,2.5,SBIN,65,21.54,-2517.18,0.2347
10,55.0,1.0,1.0,2.5,LT,59,27.12,-1681.71,0.3719
10,55.0,1.0,1.0,2.5,AXISBANK,52,36.54,-867.63,0.6257
10,55.0,1.0,1.0,2.5,ITC,77,9.09,-3732.42,0.1106
10,55.0,1.0,1.0,2.5,BHARTIARTL,49,20.41,-1963.16,0.2316
10,55.0,1.0,1.0,3.0,RELIANCE,71,25.35,-1892.89,0.4198
10,55.0,1.0,1.0,3.0,TCS,46,21.74,-1529.04,0.2761
10,55.0,1.0,1.0,3.0,INFY,42,16.67,-1821.94,0.2528
10,55.0,1.0,1.0,3.0,HDFCBANK,59,15.25,-2332.49,0.2056
10,55.0,1.0,1.0,3.0,ICICIBANK,42,14.29,-1840.59,0.1782
10,55.0,1.0,1.0,3.0,SBIN,65,16.92,-2823.0,0.193
10,55.0,1.0,1.0,3.0,LT,59,23.73,-1660.51,0.4052
10,55.0,1.0,1.0,3.0,AXISBANK,52,30.77,-893.28,0.6392
10,55.0,1.0,1.0,3.0,ITC,77,7.79,-3837.08,0.0973
10,55.0,1.0,1.0,3.0,BHARTIARTL,49,18.37,-1942.19,0.2498
10,55.0,1.0,1.2,2.0,RELIANCE,71,35.21,-1676.94,0.4574
10,55.0,1.0,1.2,2.0,TCS,46,23.91,-1761.25,0.2184
10,55.0,1.0,1.2,2.0,INFY,42,26.19,-1611.79,0.3227
10,55.0,1.0,1.2,2.0,HDFCBANK,59,25.42,-2162.61,0.2507
10,55.0,1.0,1.2,2.0,ICICIBANK,42,16.67,-2116.15,0.1245
10,55.0,1.0,1.2,2.0,SBIN,65,23.08,-2665.55,0.2322
10,55.0,1.0,1.2,2.0,LT,59,30.51,-1790.32,0.3654
10,55.0,1.0,1.2,2.0,AXISBANK,52,40.38,-950.5,0.6074
10,55.0,1.0,1.2,2.0,ITC,77,16.88,-3653.12,0.141
10,55.0,1.0,1.2,2.0,BHARTIARTL,49,26.53,-1873.59,0.2713
10,55.0,1.0,1.2,2.5,RELIANCE,71,32.39,-1502.22,0.5362
10,55.0,1.0,1.2,2.5,TCS,46,21.74,-1749.64,0.25
10,55.0,1.0,1.2,2.5,INFY,42,16.67,-2061.82,0.2302
10,55.0,1.0,1.2,2.5,HDFCBANK,59,20.34,-2204.18,0.2722
10,55.0,1.0,1.2,2.5,ICICIBANK,42,16.67,-1987.15,0.1778
10,55.0,1.0,1.2,2.5,SBIN,65,18.46,-2808.26,0.2189
10,55.0,1.0,1.2,2.5,LT,59,25.42,-1855.96,0.389
10,55.0,1.0,1.2,2.5,AXISBANK,52,32.69,-1049.48,0.607
10,55.0,1.0,1.2,2.5,ITC,77,15.58,-3653.49,0.1533
10,55.0,1.0,1.2,2.5,BHARTIARTL,49,24.49,-1765.73,0.3239
10,55.0,1.0,1.2,3.0,RELIANCE,71,29.58,-1292.55,0.6111
10,55.0,1.0,1.2,3.0,TCS,46,21.74,-1582.58,0.3216
10,55.0,1.0,1.2,3.0,INFY,42,16.67,-1896.67,0.2918
10,55.0,1.0,1.2,3.0,HDFCBANK,59,20.34,-1979.82,0.3469
10,55.0,1.0,1.2,3.0,ICICIBANK,42,14.29,-2070.5,0.1703
10,55.0,1.0,1.2,3.0,SBIN,65,15.38,-2850.11,0.23
10,55.0,1.0,1.2,3.0,LT,59,23.73,-1697.22,0.4471
10,55.0,1.0,1.2,3.0,AXISBANK,52,26.92,-1280.72,0.5434
10,55.0,1.0,1.2,3.0,ITC,77,14.29,-3615.51,0.1734
10,55.0,1.0,1.2,3.0,BHARTIARTL,49,24.49,-1596.12,0.3888
10,55.0,1.5,1.0,2.0,RELIANCE,39,28.21,-1225.5,0.2918
10,55.0,1.5,1.0,2.0,TCS,32,31.25,-926.19,0.2603
10,55.0,1.5,1.0,2.0,INFY,20,30.0,-669.56,0.298
10,55.0,1.5,1.0,2.0,HDFCBANK,33,21.21,-1261.76,0.1781
10,55.0,1.5,1.0,2.0,ICICIBANK,28,14.29,-1279.81,0.0931
10,55.0,1.5,1.0,2.0,SBIN,45,20.0,-2081.07,0.1186
10,55.0,1.5,1.0,2.0,LT,33,24.24,-1243.36,0.2226
10,55.0,1.5,1.0,2.0,AXISBANK,24,50.0,-146.39,0.8246
10,55.0,1.5,1.0,2.0,ITC,60,6.67,-3093.8,0.0706
10,55.0,1.5,1.0,2.0,BHARTIARTL,27,18.52,-1139.22,0.1652
10,55.0,1.5,1.0,2.5,RELIANCE,39,25.64,-1093.66,0.3865
10,55.0,1.5,1.0,2.5,TCS,32,28.12,-908.49,0.3112
10,55.0,1.5,1.0,2.5,INFY,20,25.0,-712.47,0.3074
10,55.0,1.5,1.0,2.5,HDFCBANK,33,18.18,-1276.08,0.2048
10,55.0,1.5,1.0,2.5,ICICIBANK,28,14.29,-1217.46,0.1372
10,55.0,1.5,1.0,2.5,SBIN,45,20.0,-1951.36,0.1736
10,55.0,1.5,1.0,2.5,LT,33,18.18,-1346.66,0.2209
10,55.0,1.5,1.0,2.5,AXISBANK,24,45.83,-18.94,0.979
10,55.0,1.5,1.0,2.5,ITC,60,6.67,-3006.52,0.0974
10,55.0,1.5,1.0,2.5,BHARTIARTL,27,14.81,-1156.31,0.1886
10,55.0,1.5,1.0,3.0,RELIANCE,39,25.64,-895.8,0.4975
10,55.0,1.5,1.0,3.0,TCS,32,28.12,-781.58,0.4075
10,55.0,1.5,1.0,3.0,INFY,20,20.0,-803.38,0.2731
10,55.0,1.5,1.0,3.0,HDFCBANK,33,15.15,-1329.01,0.2032
10,55.0,1.5,1.0,3.0,ICICIBANK,28,14.29,-1155.1,0.1814
10,55.0,1.5,1.0,3.0,SBIN,45,20.0,-1825.15,0.2279
10,55.0,1.5,1.0,3.0,LT,33,18.18,-1236.19,0.2848
10,55.0,1.5,1.0,3.0,AXISBANK,24,41.67,86.76,1.0933
10,55.0,1.5,1.0,3.0,ITC,60,3.33,-3172.6,0.0655
10,55.0,1.5,1.0,3.0,BHARTIARTL,27,14.81,-1117.99,0.2155
10,55.0,1.5,1.2,2.0,RELIANCE,39,28.21,-1198.63,0.3679
10,55.0,1.5,1.2,2.0,TCS,32,28.12,-1069.9,0.2647
10,55.0,1.5,1.2,2.0,INFY,20,30.0,-683.5,0.3556
10,55.0,1.5,1.2,2.0,HDFCBANK,33,24.24,-1238.4,0.2408
10,55.0,1.5,1.2,2.0,ICICIBANK,28,17.86,-1295.02,0.1335
10,55.0,1.5,1.2,2.0,SBIN,45,24.44,-1983.66,0.1983
10,55.0,1.5,1.2,2.0,LT,33,21.21,-1465.96,0.2121
10,55.0,1.5,1.2,2.0,AXISBANK,24,50.0,-30.28,0.9674
10,55.0,1.5,1.2,2.0,ITC,60,15.0,-2942.71,0.1262
10,55.0,1.5,1.2,2.0,BHARTIARTL,27,22.22,-1059.68,0.2573
10,55.0,1.5,1.2,2.5,RELIANCE,39,28.21,-941.81,0.5033
10,55.0,1.5,1.2,2.5,TCS,32,28.12,-917.62,0.3694
10,55.0,1.5,1.2,2.5,INFY,20,20.0,-928.59,0.2453
10,55.0,1.5,1.2,2.5,HDFCBANK,33,21.21,-1235.77,0.2767
10,55.0,1.5,1.2,2.5,ICICIBANK,28,17.86,-1207.9,0.1918
10,55.0,1.5,1.2,2.5,SBIN,45,24.44,-1787.06,0.2778
10,55.0,1.5,1.2,2.5,LT,33,21.21,-1317.6,0.2918
10,55.0,1.5,1.2,2.5,AXISBANK,24,41.67,-15.73,0.9848
10,55.0,1.5,1.2,2.5,ITC,60,11.67,-3031.14,0.1186
10,55.0,1.5,1.2,2.5,BHARTIARTL,27,22.22,-962.46,0.3254
10,55.0,1.5,1.2,3.0,RELIANCE,39,28.21,-690.05,0.6371
10,55.0,1.5,1.2,3.0,TCS,32,28.12,-765.33,0.474
10,55.0,1.5,1.2,3.0,INFY,20,20.0,-844.1,0.314
10,55.0,1.5,1.2,3.0,HDFCBANK,33,18.18,-1267.03,0.2874
10,55.0,1.5,1.2,3.0,ICICIBANK,28,14.29,-1256.42,0.1937
10,55.0,1.5,1.2,3.0,SBIN,45,20.0,-1873.02,0.2757
10,55.0,1.5,1.2,3.0,LT,33,18.18,-1331.39,0.2964
10,55.0,1.5,1.2,3.0,AXISBANK,24,33.33,-131.99,0.8781
10,55.0,1.5,1.2,3.0,ITC,60,10.0,-3077.78,0.1202
